Time,Solar,Hydro,Nuclear,Wind_Power,Total,Wind_Weather,Temp,Price
2022-02-09 02:00:00,0.0,15719.8199,55989.59994,,151312.59994000001,3.337724550898204,-13.61813725490196,4.368519999999999
2022-02-09 03:00:00,0.0,17875.069910000002,55984.69993,,155698.79994,3.374251497005988,-13.626470588235296,3.99652
2022-02-09 04:00:00,0.0,25872.39997,55985.0999,,168442.89996,3.2880239520958083,-13.577941176470588,4.54336
2022-02-09 05:00:00,0.0,30224.59999,55981.39993,,176267.39991,3.17185628742515,-13.653921568627451,4.91288
2022-02-09 06:00:00,0.0,37888.09998,55962.29993,,188855.09993,3.038323353293413,-13.695098039215686,14.79816
2022-02-09 07:00:00,1.8,38567.799979999996,55991.39991,,190534.99993,2.858433734939759,-13.786764705882351,14.24884
2022-02-09 08:00:00,17.69999,38345.4,56000.79995,,186261.19988,2.7963636363636364,-13.745320197044336,15.4876
2022-02-09 09:00:00,53.2,35650.79999,56003.999930000005,,180628.09993,2.72710843373494,-13.43694581280788,15.76164
2022-02-09 10:00:00,67.9,32312.59998,55978.19994,,176945.89998000002,2.581927710843374,-12.89264705882353,14.85024
2022-02-09 11:00:00,71.2,29783.7,55978.39992,,175460.89989,2.476047904191617,-12.305882352941175,14.74856
2022-02-09 12:00:00,61.89999,25992.99999,55992.29991,,170851.89996,2.3656626506024097,-11.97142857142857,11.16868
2022-02-09 13:00:00,41.0,26858.39997,55972.99996,,173143.59993,2.3212121212121213,-11.820297029702967,9.12392
2022-02-09 14:00:00,18.69999,28598.3,55990.39995,,174718.89994,2.280239520958084,-11.786274509803922,8.06
2022-02-09 15:00:00,2.7,38634.19999,55976.89996,,184636.39994,2.275903614457832,-11.999019607843138,10.47924
2022-02-09 16:00:00,0.0,40926.19996,55981.39993,,186026.79997,2.30421686746988,-12.224509803921569,10.4346
2022-02-09 17:00:00,0.0,38524.6,55962.599890000005,,180625.39994,2.376047904191617,-12.297058823529412,14.30712
2022-02-09 18:00:00,0.0,32956.59999,55941.49991,,169171.79989,2.432335329341317,-12.269117647058824,15.5248
2022-02-09 19:00:00,0.0,27855.5,55954.49994,,160083.49996,2.3502994011976046,-12.166666666666666,15.64384
2022-02-09 20:00:00,0.0,26443.0,55954.59994,,157762.29997,2.2880239520958083,-12.054411764705884,8.24352
2022-02-09 21:00:00,0.0,19602.01991,55960.39993,,158387.99995,2.2449101796407183,-11.945098039215686,5.12616
2022-02-09 22:00:00,0.0,13948.65991,55944.799920000005,,154961.99994,2.307185628742515,-11.919117647058824,7.22796
2022-02-09 23:00:00,0.0,12375.90992,55969.59995,,155327.99991,2.344311377245509,-11.867156862745098,6.5224
2022-02-10 00:00:00,0.0,10454.70987,55970.59992,,155955.69992,2.364071856287425,-11.827450980392156,2.108
2022-02-10 01:00:00,0.0,10855.7699,55964.69997,,159881.79996,2.3538922155688624,-11.753921568627453,1.45824
2022-02-10 02:00:00,0.0,12314.44989,55976.89994,,161001.09993,2.3592814371257487,-11.7,1.43344
2022-02-10 03:00:00,0.0,13484.5699,55974.59992,,164119.29996,2.483832335329341,-11.56813725490196,1.42476
2022-02-10 04:00:00,0.0,14732.77991,55962.09995,,167512.89993,2.4952095808383232,-11.533333333333337,1.41236
2022-02-10 05:00:00,0.0,19032.55994,55939.999930000005,,173019.69994,2.4538922155688625,-11.556372549019608,1.4384
2022-02-10 06:00:00,0.0,30332.89996,55950.69992,,185891.49993,2.481437125748503,-11.56764705882353,1.50784
2022-02-10 07:00:00,2.39999,37388.39998,55953.39993,,193632.69992,2.5161676646706588,-11.549019607843135,3.61832
2022-02-10 08:00:00,16.19999,36335.7,55953.99994,,189034.19992,2.450609756097561,-11.405882352941177,11.32492
2022-02-10 09:00:00,47.0,36081.79998,55957.89993,,186626.49991,2.410179640718563,-11.137745098039217,12.94064
2022-02-10 10:00:00,58.39999,30093.1,55966.89992,,177863.69994,2.399397590361446,-10.727093596059111,11.44644
2022-02-10 11:00:00,61.2,24830.29997,55990.09994,,173175.49989,2.44251497005988,-10.265686274509804,11.16868
2022-02-10 12:00:00,55.39999,23126.399989999998,56005.6999,,173972.79993,2.3813253012048192,-10.044334975369456,5.487
2022-02-10 13:00:00,41.2,26133.49998,56014.099930000004,,177656.29992,2.320958083832336,-10.070098039215686,4.82236
2022-02-10 14:00:00,23.19999,29349.19998,56012.79995,,183282.6999,2.25939393939394,-10.438613861386138,4.00148
2022-02-10 15:00:00,4.9,37339.39996,56013.299940000004,,195560.59992,2.210179640718563,-11.041666666666666,5.34812
2022-02-10 16:00:00,0.0,38753.59999,55992.79991,,200082.29998,2.1345454545454543,-11.553465346534654,6.8262
2022-02-10 17:00:00,0.0,36727.3,56006.39995,,198597.19992,2.1101796407185627,-11.757352941176473,9.114
2022-02-10 18:00:00,0.0,31572.89999,56000.19995,,190931.29992,2.097005988023952,-12.023529411764708,13.78756
2022-02-10 19:00:00,0.0,26230.4,56014.099910000004,,181016.5999,1.9538922155688625,-12.283823529411766,15.996
2022-02-10 20:00:00,0.0,20645.89997,56001.1999,,171917.49995,1.8844311377245508,-12.541666666666666,12.67776
2022-02-10 21:00:00,0.0,20487.59998,56001.599930000004,,169495.09991,1.917964071856288,-12.837254901960783,6.44676
2022-02-10 22:00:00,0.0,16085.639930000001,55993.199940000006,,161604.59992,1.905988023952096,-13.17107843137255,6.665
2022-02-10 23:00:00,0.0,14950.92991,56006.59995,,158023.29991,1.8520958083832333,-13.540196078431372,7.94592
2022-02-11 00:00:00,0.0,16615.69993,56005.69992,,159330.2999,1.7790419161676647,-13.86127450980392,3.9866
2022-02-11 01:00:00,0.0,17092.3199,56017.19994,,160886.79996,1.6771084337349396,-14.047549019607844,3.15332
2022-02-11 02:00:00,0.0,17401.77989,56024.999930000005,,163384.79993,1.5963855421686748,-14.125980392156862,3.92088
2022-02-11 03:00:00,0.0,20393.91995,56023.19991,,170226.99994,1.6303030303030304,-14.134975369458129,5.33448
2022-02-11 04:00:00,0.0,28978.19993,56025.19995,,183938.3999,1.6234939759036144,-14.10098039215686,6.44304
